Names;Mesure0;Mesure1;Mesure2;Mesure3;Mesure4;Mesure5;Mesure6;Mesure7;Mesure8;Mesure9
LYCEE ALFRED KASTLER;2012;21;58;67;56;202;86;78;82;202
LYCEE ALEXANDRE DUMAS;2012;33;151;227;67;478;94;89;96;459
LYCEE MALHERBE;2013;76;103;155;52;394;95;95;92;434
LYCEE EUGENE DELACROIX (GENERAL ET TECHNO.);2013;39;75;95;78;347;72;81;86;314
LYCEE SIMONE SIGNORET (GENERAL ET TECHNO.);2013;28;54;74;29;245;96;94;97;269
LYCEE PIERRE MENDES-FRANCE;2013;34;50;47;52;238;88;80;68;216
LYCEE CAMILLE CLAUDEL;2013;16;67;91;53;237;94;90;95;282
LYCEE WOLFGANG AMADEUS MOZART;2013;32;39;91;67;229;81;95;90;242
LYCEE FLORA TRISTAN;2013;13;50;82;49;194;92;92;93;198
LYCEE ALBERT LONDRES;2013;66;91;162;74;424;95;93;95;437
LYCEE JEAN GUEHENNO;2013;39;32;61;32;173;95;97;85;175
LYCEE LA FAYETTE;2013;17;28;41;27;113;88;93;98;124
LYCEE ST FRANCOIS DE SALES (GENERAL ET TECHNO.);2013;18;22;45;14;99;94;100;96;96
LYCEE BERNARD PALISSY;2013;86;91;177;55;428;91;90;93;453
LYCEE MARGUERITE FILHOL;2013;23;16;27;30;96;87;100;85;119
LYCEE GEORGE SAND;2013;18;30;43;24;115;100;90;98;116
LYCEE MONTESQUIEU;2013;27;27;20;24;98;100;100;100;125
LYCEE INTERNATIONAL;2013;69;137;176;51;433;96;94;97;515
LYCEE ALBERT THOMAS;2013;17;25;26;95;226;88;92;96;240
LYCEE HONORE D'URFE;2013;68;57;71;65;441;85;89;99;449
LYCEE JEAN MONNET;2013;21;46;38;42;158;86;74;87;125
LYCEE TEZENAS DU MONTCEL;2013;14;15;20;68;117;86;100;90;102
LYCEE JULIETTE R?CAMIER;2013;46;36;51;43;176;85;78;84;155
LYCEE JEAN PERRIN;2013;23;48;81;61;213;74;92;89;213
LYCEE SAINT THOMAS D'AQUIN VERITAS;2013;9;57;114;16;196;100;100;100;242
LYCEE FRANCOIS MANSART (GENERAL ET TECHNO.);2013;15;10;42;10;77;93;100;98;99
LYCEE CENTRE SUD;2013;57;32;51;72;212;91;100;96;219
LYCEE BELLEVUE;2013;62;86;184;76;471;94;100;95;472
LYCEE DE L'UNION;2013;11;14;10;9;44;100;50;90;34
LYCEE MONTGERALD;2013;29;31;59;46;197;83;97;95;205
LYCEE DE CHIRONGUI (GENERAL ET TECHNO.);2013;50;70;54;170;344;64;57;72;280
LYCEE PAUL SABATIER;2013;40;92;158;76;366;95;89;92;398
LYCEE JEAN DURAND (GENERAL ET TECHNO.);2013;34;56;107;51;256;79;82;85;259
LYCEE BELLEVUE;2013;28;26;75;28;157;100;100;100;186
LYCEE ANDRE CHAMSON (GENERAL ET TECHNO.);2013;22;19;50;28;119;77;95;94;121
LYCEE CHARLES GIDE;2013;47;56;125;59;287;98;95;89;256
LYCEE GEORGES CLEMENCEAU;2013;51;103;163;65;395;88;89;92;390
LYCEE JEAN MONNET;2013;131;104;115;80;430;94;82;88;422
LYCEE NOTRE-DAME (GENERAL ET TECHNO.);2013;10;17;26;14;102;90;100;96;111
LYCEE JEAN LURCAT (GENERAL ET TECHNO.);2013;66;77;85;79;372;89;79;87;340
NOTRE DAME DE BON SECOURS;2013;55;80;132;68;417;89;96;98;423
LYCEE LOUIS BERTRAND;2013;17;52;121;57;307;100;90;92;328
LYCEE ALFRED MEZIERES;2013;26;70;120;62;310;85;90;93;285
LYCEE JACQUES CALLOT;2013;25;59;101;68;253;88;83;82;248
LYCEE ALFRED KASTLER (GENERAL ET TECHNO.);2013;12;7;23;16;58;100;100;96;83
LYCEE JEAN DE PANGE;2013;44;98;160;97;399;86;95;98;351
LYCEE LOUIS LAPICQUE;2013;34;82;87;124;417;74;73;85;369
LYCEE PIERRE ET MARIE CURIE (GENERAL ET TECHNO.);2013;15;48;73;36;172;93;92;92;180
LYCEE FILIERE BOIS ANDRE MALRAUX;2013;29;46;125;60;282;86;98;95;316
LYCEE GRAND AIR;2013;22;50;67;37;176;86;96;96;184
LYCEE ST JOSEPH;2013;12;38;61;24;135;100;100;98;132
LYCEE PAYS DE RETZ;2013;20;64;93;42;219;100;95;98;249
LYCEE GABRIEL DESHAYES;2013;10;18;31;16;75;100;100;97;96
LYCEE JOACHIM DU BELLAY;2013;79;47;79;52;268;95;98;94;326
LYCEE SACRE COEUR;2013;41;86;124;92;343;100;100;99;334
LYCEE CHAMP BLANC;2013;31;35;60;29;155;100;97;100;174
LYCEE ST LOUIS;2013;23;61;90;22;196;100;100;96;220
LYCEE PERSEIGNE (GENERAL ET TECHNO.);2013;15;11;17;27;70;93;91;88;60
LYCEE FRANCOIS TRUFFAUT;2013;31;55;89;47;236;90;93;93;261
LYCEE FRANCOIS RABELAIS (GENERAL ET TECHNO.);2013;19;42;49;22;143;100;100;98;193
LYCEE NOTRE DAME;2013;10;20;47;20;136;100;95;100;154
LYCEE SAVARY DE MAULEON;2013;29;55;65;50;199;100;89;95;201
LYCEE STE MARIE DU PORT (GENERAL ET TECHNO.);2013;17;80;88;19;264;94;94;88;283
LYCEE BRISTOL;2013;61;70;65;106;337;85;87;85;281
LYCEE AMIRAL DE GRASSE;2013;48;58;116;66;288;92;84;89;322
LYCEE HONORE D'ESTIENNE D'ORVES (GENERAL ET TECHNO.);2013;76;108;152;82;497;89;89;93;434
LYCEE PARC IMPERIAL;2013;66;134;206;116;522;95;92;92;541
INSTITUTION ST JOSEPH CARNOLES (GENERAL ET TECHNO.);2013;5;21;32;38;96;100;95;100;162
LYCEE SIMONE VEIL;2013;36;87;112;46;281;100;99;95;308
LYCEE HENRI MATISSE;2013;43;93;123;68;353;95;96;98;353
LYCEE JEAN AICARD;2013;56;97;119;110;382;93;93;87;393
LYCEE ANTOINE DE SAINT EXUPERY (GENERAL ET TECHNO.);2013;43;71;126;145;385;88;97;92;384
LYCEE EDOUARD VAILLANT (GENERAL ET TECHNO.);2013;52;50;89;51;242;87;92;89;233
LYCEE FULBERT;2013;45;68;103;113;329;89;71;88;309
LYCEE LAETITIA BONAPARTE;2013;55;79;122;69;351;100;95;98;361
LYCEE JEAN PAUL DE ROCCA SERRA (GENERAL ET TECHNO.);2013;29;31;59;32;151;100;97;100;149
LYCEE SONIA DELAUNAY (GENERAL ET TECHNO.);2013;31;58;75;36;200;87;100;97;210
LYCEE DU FIUM'ORBU (GENERAL ET TECHNO.);2013;15;22;32;27;96;100;100;97;78
LYCEE GIOCANTE DE CASABIANCA;2013;72;71;115;53;311;92;96;91;315
LYCEE PAUL ELUARD;2013;44;59;92;69;403;82;95;93;395
LYCEE BLAISE CENDRARS (GENERAL ET TECHNO.);2013;26;53;62;52;213;73;92;82;195
LYCEE MAURICE UTRILLO (GENERAL ET TECHNO.);2013;24;56;69;97;246;92;79;90;206
LYCEE SUGER (GENERAL ET TECHNO.);2013;25;46;43;56;170;72;67;72;206
LYCEE CHARLES DE GAULLE (GENERAL ET TECHNO.);2013;12;59;78;59;260;83;69;81;261
LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.);2013;8;14;16;40;122;88;93;56;108
LYCEE JULES FERRY (GENERAL ET TECHNO.);2013;57;55;97;72;343;86;91;95;373
LYCEE PIERRE DE COUBERTIN;2013;33;56;85;96;354;88;86;84;343
LYCEE GASTON BACHELARD;2013;34;70;115;77;342;88;94;93;375
LYCEE JEAN VILAR;2013;50;39;73;53;256;94;82;84;272
LYCEE HONORE DE BALZAC (GENERAL ET TECHNO.);2013;32;78;132;101;343;72;78;83;335
LYCEE FRANCOIS COUPERIN;2013;63;90;130;41;324;92;83;95;322
LYCEE GEORGES CLEMENCEAU;2013;54;62;119;88;323;93;92;88;320
LYCEE ROMAIN ROLLAND;2013;37;56;90;44;227;97;91;88;239
LYCEE ANTONIN ARTAUD;2012;37;50;105;64;397;84;96;88;349
LYCEE EMPERI (L');2012;44;69;122;41;332;95;96;92;358
LYCEE ST JOSEPH DE LA MADELEINE;2012;20;31;46;25;122;95;97;98;121
LYCEE ALPHONSE DAUDET;2012;49;65;72;52;238;80;92;88;259
LYCEE PERIER;2012;32;70;103;97;302;94;96;91;319
LYCEE D ALTITUDE (GENERAL ET TECHNO.);2012;11;52;77;29;207;100;94;83;235
LYCEE VICTOR HUGO;2012;41;78;62;115;402;80;88;98;356
LYCEE FREDERIC ET IRENE JOLIOT CURIE;2012;22;29;56;41;172;86;55;84;176
LYCEE CHARLES DE GAULLE (PLACE) (GENERAL ET TECHNO.);2012;28;49;49;12;138;82;82;80;148
LYCEE AUGUSTE ET LOUIS LUMIERE (GENERAL ET TECHNO.);2012;38;70;90;48;277;84;86;77;253
LYCEE FREDERIC JOLIOT-CURIE;2012;47;108;168;104;427;100;94;89;510
LYCEE ARTHUR RIMBAUD;2012;39;80;139;80;338;90;88;77;324
LYCEE HONORE DAUMIER;2012;33;85;95;70;283;91;82;80;295
LYCEE MAINE DE BIRAN;2012;33;99;120;99;380;88;94;96;446
LYCEE LE GRAND CHENOIS;2012;26;69;67;69;296;96;88;94;299
LYCEE GUSTAVE COURBET;2012;48;82;117;27;274;81;82;85;262
LYCEE JEAN MICHEL;2012;34;88;139;59;320;97;90;92;368
LYCEE PIERRE MENDES FRANCE;2012;7;62;48;43;186;86;97;100;194
LYCEE JEAN MONNET;2012;27;84;83;66;300;93;86;95;296
LYCEE JEAN RACINE;2012;32;61;62;45;223;78;72;79;171
LYCEE LAURE GATET;2012;45;47;71;81;244;82;94;73;237
LYCEE L ASSOMPTION;2012;46;65;84;55;250;93;92;81;321
LYCEE NOTRE DAME LA COMPASSION;2012;7;7;13;13;71;86;71;85;87
LYCEE MARGUERITE FILHOL;2012;12;19;41;28;100;83;89;93;96
LYCEE BERNARD PALISSY;2012;65;139;174;68;446;95;92;90;452
LYCEE ST CAPRAIS;2012;21;32;31;49;133;86;81;94;117
LYCEE RECLUS;2012;21;39;50;31;141;81;74;88;131
LYCEE SAINTE-MARIE DE NEVERS;2012;14;28;20;78;284;100;100;95;297
LYCEE NOTRE DAME;2013;12;59;81;35;197;100;100;99;188
LYCEE EMILE ZOLA;2013;18;58;65;64;216;100;98;95;237
LYCEE GEORGE SAND (GENERAL ET TECHNO.);2013;15;17;56;14;102;100;94;93;105
LYCEE SAINT DENIS;2013;14;24;25;15;78;100;100;92;139
LYCEE PAUL-LOUIS COURIER;2013;64;69;102;90;332;77;93;86;351
LYCEE SAINT MEDARD INST N-D LA RICHE;2013;17;26;47;38;145;100;100;98;139
LYCEE EN FORET;2013;52;89;95;135;396;96;98;98;410
LYCEE JEAN ZAY (GENERAL ET TECHNO.);2013;31;71;121;76;299;97;94;96;318
LYCEE SAINT PAUL-BOURDON BLANC;2013;20;31;22;61;134;90;94;64;111
LYCEE TURGOT;2013;45;54;69;47;215;91;96;81;202
LYCEE AUGUSTE ET LOUIS LUMIERE;2013;47;43;52;42;242;87;81;90;253
LYCEE COLBERT;2013;16;30;32;62;140;81;87;78;150
LYCEE CONDORCET;2013;45;87;84;78;328;91;89;94;336
LYCEE RENE CASSIN;2013;11;40;38;43;132;100;100;97;150
LYCEE JACQUES BREL;2013;8;15;18;47;111;100;67;83;122
LYCEE FREDERIC FAYS;2013;21;30;69;74;204;81;97;86;194
LYCEE AMEP (GENERAL ET TECHNO.);2013;19;43;24;72;169;89;72;83;104
LYCEE ST JOSEPH DE CLUNY;2013;18;22;68;22;130;100;100;100;146
LYCEE SAINT LOUIS (GENERAL ET TECHNO.);2013;2;18;16;14;50;100;94;100;57
LYCEE ALBERT EINSTEIN (GENERAL ET TECHNO.);2013;39;65;148;71;399;97;97;92;430
LYCEE ALBERT CAMUS;2013;58;99;107;68;370;91;94;91;402
LYCEE PHILIPPE LAMOUR;2013;62;61;141;91;355;94;84;86;359
LYCEE LA TRINITE;2013;18;45;62;31;156;100;91;98;167
LYCEE JULES GUESDE (GENERAL ET TECHNO.);2013;27;63;98;51;239;89;90;81;304
LYCEE NEVERS (GENERAL ET TECHNO.);2013;27;51;121;66;265;100;100;100;288
LYCEE SAINT-JOSEPH (GENERAL ET TECHNO.);2013;18;32;30;18;98;100;100;97;100
LYCEE ET SPORTIF PIERRE DE COUBERTIN;2013;13;20;61;21;115;100;95;95;121
LYCEE JEAN ZAY (GENERAL ET TECHNO.);2013;11;30;49;35;144;100;100;100;164
LYCEE FREDERIC CHOPIN;2013;69;92;93;81;335;87;86;96;319
LYCEE JEAN-AUGUSTE MARGUERITTE (GENERAL ET TECHNO.);2013;20;104;124;78;420;95;93;97;418
LYCEE FELIX MAYER (GENERAL ET TECHNO.);2013;25;52;69;56;202;88;90;97;231
LYCEE JEAN LURCAT;2013;21;51;51;45;168;95;92;96;153
LYCEE CAMILLE CLAUDEL;2013;32;64;72;53;221;97;98;93;275
LYCEE ALCIDE D'ORBIGNY;2013;35;64;88;40;240;97;97;98;274
LYCEE GUY MOQUET - ETIENNE LENOIR (GENERAL ET TECHNO.);2013;19;35;43;33;130;95;94;95;136
LYCEE CENS;2013;1;13;18;5;37;100;100;100;39
LYCEE LA COLINIERE;2013;90;120;179;105;555;94;90;96;567
LYCEE JACQUES PREVERT;2013;20;51;72;32;175;95;92;93;235
LYCEE AUGUSTE ET JEAN RENOIR;2013;44;45;98;41;228;100;96;97;252
LYCEE BOURG CHEVREAU (GENERAL ET TECHNO.);2013;11;21;23;20;142;100;100;100;142
LYCEE AMBROISE PARE;2013;57;108;105;53;323;91;94;96;351
LYCEE LE MANS SUD (GENERAL ET TECHNO.);2013;18;57;51;69;237;89;89;84;241
LYCEE SAINT CHARLES-SAINTE CROIX (GENERAL ET TECHNO.);2013;11;38;53;53;160;82;97;92;140
LYCEE JEAN JAURES;2012;9;29;34;14;100;100;83;88;122
LYCEE NOTRE-DAME;2012;7;27;24;47;105;86;96;100;104
LYCEE SAINT PIERRE;2012;10;68;117;43;278;100;97;99;220
LYCEE MARGUERITE YOURCENAR (GENERAL ET TECHNO.);2012;14;70;66;45;195;36;81;80;186
LYCEE NOTRE DAME;2012;17;146;118;25;306;100;99;100;352
LYCEE MARIE LAURENCIN (GENERAL ET TECHNO.);2012;26;106;132;104;368;77;87;95;319
LYCEE DESCARTES;2012;19;102;148;60;329;95;89;95;332
LYCEE BLAISE PASCAL;2012;26;67;206;29;328;96;100;98;308
LYCEE RENE CASSIN;2012;49;68;139;102;358;92;99;95;409
LYCEE SCHEURER KESTNER;2012;29;69;125;59;282;86;96;96;274
LYCEE FREDERIC KIRSCHLEGER;2012;21;28;46;20;115;100;93;93;99
LYCEE DU CASTELLA;2012;38;94;89;73;294;95;85;91;317
LYCEE PARDAILHAN;2012;20;38;69;67;194;100;97;96;236
LYCEE LEONARD DE VINCI;2012;25;101;146;100;430;80;96;91;421
LYCEE LOUIS DE BROGLIE;2012;18;87;148;30;283;83;100;96;246
LYCEE JEAN VILAR;2012;21;47;81;79;228;86;96;90;252
LYCEE SACRE COEUR (LE);2013;34;90;95;43;327;100;98;94;275
LYCEE MARIE MADELEINE FOURCADE;2013;33;80;129;69;373;97;94;96;406
LYCEE EMILE ZOLA;2013;44;85;125;74;383;89;94;94;434
LYCEE LE SACRE COEUR;2013;3;8;5;14;30;100;100;100;27
LYCEE FESCH;2012;26;36;60;23;188;100;92;95;180
LYCEE RENE DESCARTES;2012;63;56;121;34;302;90;93;94;337
LYCEE DE BALAGNE (GENERAL ET TECHNO.);2012;22;29;24;27;102;91;100;92;117
LYCEE CEVENOL;2012;7;22;16;11;56;29;86;63;36
LYCEE SAINT-JOHN PERSE;2012;20;90;116;67;293;90;97;90;316
LYCEE CHARLES FRANCOIS LEBRUN;2012;47;70;80;47;244;81;84;94;224
LYCEE MARGUERITE DE NAVARRE;2012;57;58;56;63;268;93;88;89;255
LYCEE JEAN GUEHENNO;2012;24;26;64;48;182;100;81;89;171
LYCEE DE HAUTE AUVERGNE (GENERAL ET TECHNO.);2012;18;44;34;20;116;89;89;100;116
LYCEE JEAN MONNET (GENERAL ET TECHNO.);2012;17;22;43;34;116;82;95;95;140
LYCEE MEZERAY (GENERAL ET TECHNO.);2012;22;33;44;33;132;91;91;91;160
LYCEE GASTON BACHELARD;2012;24;47;125;59;315;92;81;86;383
LYCEE PIERRE DE COUBERTIN;2012;38;51;96;85;350;79;96;81;387
LYCEE HENRI BECQUEREL (GENERAL ET TECHNO.);2012;22;24;62;53;161;77;71;89;154
LYCEE JEANNE D'ARC;2012;161;69;64;62;396;90;78;66;368
LYCEE SACRE-COEUR;2012;8;29;38;14;89;63;76;87;83
LYCEE PAUL SCARRON;2013;19;17;32;22;90;100;100;94;93
LYCEE ND DU ROC;2013;21;48;63;87;240;100;100;100;320
LYCEE JEAN MONNET (GENERAL ET TECHNO.);2013;12;28;44;20;104;92;96;100;118
LYCEE ATLANTIQUE (GENERAL ET TECHNO.);2013;28;14;39;36;178;96;100;92;167
LYCEE DU GOLFE DE SAINT TROPEZ (GENERAL ET TECHNO.);2013;22;69;119;77;287;100;86;94;319
LYCEE MARGUERITE DE NAVARRE;2013;43;100;132;62;337;95;92;98;347
LYCEE JEAN MOULIN;2013;24;33;79;41;177;92;91;81;183
LYCEE REMI BELLEAU (GENERAL ET TECHNO.);2013;30;47;85;55;236;97;96;92;240
LYCEE LEONARD DE VINCI;2013;12;89;111;33;299;92;90;91;282
LYCEE BALZAC;2013;56;101;131;63;351;96;95;95;320
LYCEE GRANDMONT;2013;65;100;205;76;604;91;97;98;644
LYCEE CLAUDE DE FRANCE;2013;30;65;118;71;306;93;89;92;316
LYCEE FRANCOIS VILLON;2013;57;74;133;50;339;95;99;95;348
LYCEE SAINT FRANCOIS DE SALES (GENERAL ET TECHNO.);2013;4;19;17;23;72;100;89;100;92
LYCEE CHARLES PEGUY;2013;32;89;173;41;394;97;96;92;411
LYCEE LES FRANCS BOURGEOIS;2013;30;75;110;25;240;100;100;100;246
LYCEE CHARLES PEGUY;2013;32;33;60;27;175;100;100;100;179
LYCEE HONORE DE BALZAC;2013;33;71;64;67;235;97;90;88;271
LYCEE HENRI BERGSON;2013;32;34;69;47;182;81;71;80;226
LYCEE MAURICE RAVEL;2013;54;98;135;64;351;96;92;85;377
LYCEE ELIE VINET;2013;21;30;64;30;145;100;90;94;152
LYCEE HENRI MECK;2012;43;81;138;103;365;88;96;94;366
LYCEE ADRIEN ZELLER;2012;17;51;73;37;178;94;98;92;209
LYCEE SCHURE;2012;20;29;47;47;143;90;100;94;152
LYCEE SAINT ANDRE;2012;9;39;80;21;213;100;100;98;257
LYCEE BARTHOLDI;2012;22;83;119;45;269;91;99;92;288
LYCEE MIREILLE GRENET;2013;13;20;42;43;220;100;90;90;266
LYCEE PIERRE DE LA RAMEE;2013;30;75;96;94;335;93;83;78;285
LYCEE THEODORE AUBANEL;2013;47;79;115;134;375;94;91;94;336
LYCEE ARISTIDE BRIAND;2013;46;80;111;98;335;91;95;92;302
LYCEE ANDRE MALRAUX;2013;27;51;40;52;170;85;86;83;234
LYCEE JEAN COCTEAU;2013;12;38;64;29;183;92;82;91;190
LYCEE SAINT CHARLES;2013;34;94;101;95;324;85;87;83;310
LYCEE LA HOTOIE (GENERAL ET TECHNO.);2013;52;57;62;61;232;71;81;82;181
LYCEE ST JOSEPH DU MONCEL;2013;12;41;21;18;92;100;85;100;103
LYCEE HUGUES CAPET;2013;36;89;72;46;243;86;89;96;247
LYCEE LES HABERGES;2013;25;39;96;67;278;96;90;97;237
LYCEE CONDORCET;2013;46;68;106;56;276;89;91;85;318
LYCEE BERTRAN DE BORN;2013;34;56;63;64;217;85;93;97;221
LYCEE ST JOSEPH;2013;20;13;38;19;90;90;100;97;85
LYCEE JULIEN WITTMER (GENERAL ET TECHNO.);2012;25;33;89;28;219;88;100;96;261
LYCEE CHARLES PONCET;2012;30;68;126;78;358;90;91;89;336
LYCEE FREDERIC OZANAM (GENERAL ET TECHNO.);2012;10;24;28;25;87;100;100;86;103
LYCEE DU SACRE COEUR (GENERAL ET TECHNO.);2012;9;25;73;38;145;100;96;92;143
LYCEE DES GLIERES (GENERAL ET TECHNO.);2012;43;57;57;103;260;95;96;84;274
LYCEE DARIUS MILHAUD (GENERAL ET TECHNO.);2012;31;52;67;64;269;84;83;81;258
LYCEE LES ARCADES (GENERAL ET TECHNO.);2012;15;12;10;34;132;93;100;80;148
LYCEE PRIEUR DE LA COTE D'OR (GENERAL ET TECHNO.);2012;15;53;69;30;167;100;85;72;212
LYCEE LEON BLUM (GENERAL ET TECHNO.);2012;44;58;100;78;280;86;91;87;259
LYCEE ROMAIN ROLLAND;2012;41;69;94;47;251;83;86;82;224
LYCEE MELKIOR GARRE (GENERAL ET TECHNO.);2012;27;26;25;90;228;78;69;76;217
LYCEE NORD BASSE TERRE;2012;25;50;63;45;183;96;88;89;194
LYCEE BAIMBRIDGE;2012;53;67;147;161;428;83;85;82;389
LYCEE LES AVIRONS (GENERAL ET TECHNO.);2012;15;60;79;90;244;93;82;87;220
LYCEE AMBROISE CROIZAT;2012;9;63;85;67;224;100;98;99;337
LYCEE FAUSTIN FLERET;2012;45;48;73;144;310;84;90;81;318
LYCEE PAUL DUEZ;2012;30;37;76;50;314;87;95;86;392
LYCEE DE TROIS BASSINS (GENERAL ET TECHNO.);2012;13;24;58;34;174;77;96;79;153
LYCEE DU PAYS DE CONDE (GENERAL ET TECHNO.);2012;35;34;30;35;163;80;71;67;153
LYCEE LECONTE DE LISLE;2012;68;65;114;99;346;96;100;98;368
LYCEE ANTOINE ROUSSIN;2012;11;34;69;94;208;100;82;78;240
LYCEE PIERRE POIVRE;2012;49;59;67;64;239;86;78;90;278
LYCEE PAUL HAZARD;2012;58;92;133;92;375;93;93;93;335
LYCEE SAINT JACQUES;2012;22;55;121;25;223;100;98;98;212
LYCEE CHARLES GABRIEL PRAVAZ (GENERAL ET TECHNO.);2012;9;48;61;58;194;89;88;92;173
LYCEE DE L'ALBANAIS;2012;20;82;88;58;285;95;94;99;326
LYCEE LA PLEIADE;2012;28;68;66;48;230;86;93;95;239
LYCEE ELLA FITZGERALD (GENERAL ET TECHNO.);2012;46;83;128;99;356;96;89;90;352
LYCEE EMMANUEL  MOUNIER;2012;28;47;64;33;172;93;94;88;118
LYCEE MARIE REYNOARD;2012;24;55;112;56;247;92;98;96;298
LYCEE GUY DE MAUPASSANT;2013;23;58;54;74;277;83;76;80;354
LYCEE JEAN-PIERRE VERNANT;2013;84;103;175;52;448;94;94;94;512
LYCEE MICHEL ANGE;2013;20;30;29;77;156;70;80;79;142
LYCEE GEORGES BRAQUE (GENERAL ET TECHNO.);2013;26;59;51;60;196;81;64;63;213
LYCEE LOUIS ARMAND (GENERAL ET TECHNO.);2013;26;65;83;28;202;88;98;96;203
LYCEE JEAN MONNET (GENERAL ET TECHNO.);2013;30;68;82;64;308;97;90;82;285
LYCEE SIMONE DE BEAUVOIR;2013;23;49;89;73;288;57;84;82;275
LYCEE ROMAIN ROLLAND (GENERAL ET TECHNO.);2013;15;29;40;61;170;100;97;93;182
LYCEE FRAGONARD;2013;27;63;91;66;247;93;95;88;223
LYCEE NOTRE DAME DE LA COMPASSION (GENERAL ET TECHNO.);2013;15;59;94;19;204;100;98;99;243
LYCEE JEAN-JACQUES ROUSSEAU (GENERAL ET TECHNO.);2013;50;93;101;120;393;92;75;72;403
LYCEE PIERRE CORNEILLE;2013;23;105;101;47;276;96;97;97;340
LYCEE CONDORCET (GENERAL ET TECHNO.);2013;29;32;57;80;198;90;100;91;195
LYCEE NOTRE DAME (GENERAL ET TECHNO.);2013;33;131;136;26;326;100;100;99;357
LYCEE NOTRE DAME DU GRANDCHAMP;2013;25;95;94;102;316;100;100;99;347
LYCEE JOHANNES GUTENBERG (GENERAL ET TECHNO.);2012;18;23;58;46;252;89;87;76;178
LYCEE JEAN JAURES;2012;66;62;91;77;358;77;84;73;367
LYCEE ANTOINE DE SAINT EXUPERY (GENERAL ET TECHNO.);2012;27;57;67;104;255;78;77;70;204
LYCEE LEONARD DE VINCI;2012;28;48;43;47;166;64;81;77;149
LYCEE FLORA TRISTAN;2012;14;41;85;52;192;93;83;87;189
LYCEE MARCELIN BERTHELOT;2012;16;37;54;60;167;94;84;70;149
LYCEE LOUIS PASTEUR;2012;64;55;88;57;274;78;82;92;314
LYCEE DUPLEIX;2012;18;33;69;44;164;78;82;77;105
LYCEE FENELON;2012;32;85;115;31;263;94;85;83;256
LYCEE BAUDIMONT SAINT-CHARLES;2012;14;44;117;43;342;100;98;97;389
LYCEE FERNAND DARCHICOURT;2012;63;104;155;129;511;90;88;86;494
LYCEE JAN LAVEZZARI;2012;13;35;57;24;210;69;91;95;230
LYCEE VAUBAN (GENERAL ET TECHNO.);2012;13;45;92;53;203;85;98;89;169
LYCEE DIDEROT;2012;23;43;68;45;179;91;88;91;157
LYCEE RAYMOND QUENEAU;2012;28;93;171;52;344;86;87;88;283
LYCEE ALBERT CHATELET;2012;28;52;112;67;259;93;92;91;310
LYCEE ANATOLE FRANCE;2012;25;50;89;59;223;84;88;90;262
LYCEE JEAN GIRAUDOUX;2012;16;40;42;18;116;88;95;100;144
LYCEE EDMOND PERRIER;2012;39;68;121;76;304;95;88;98;321
LYCEE CONDORCET;2012;33;43;98;39;213;91;86;87;216
LYCEE PIERRE BOURDAN;2012;30;60;68;65;223;87;85;96;221
LYCEE FENELON NOTRE-DAME (GENERAL ET TECHNO.);2013;22;53;61;29;192;95;100;97;222
LYCEE JOSEPH DESFONTAINES;2013;35;52;85;24;196;77;90;87;196
LYCEE SAINT ANDRE (GENERAL ET TECHNO.);2013;15;33;61;27;183;100;94;98;208
LYCEE AMBROISE VOLLARD;2013;33;36;80;88;300;88;86;94;339
LYCEE PAUL DUEZ;2013;30;44;80;59;317;100;95;98;397
LYCEE LECONTE DE LISLE;2013;67;53;123;104;347;91;94;89;403
LYCEE LOUIS PAYEN;2013;24;30;74;67;195;88;90;97;217
LYCEE DE LA PLAINE DE L'AIN;2013;29;96;119;78;407;86;97;97;427
LYCEE D'ARTOIS (GENERAL ET TECHNO.);2013;17;28;49;53;147;94;100;84;146
LYCEE ALBERT CHATELET;2013;34;62;121;68;285;94;95;95;321
LYCEE ANATOLE FRANCE;2013;29;63;101;73;266;86;86;88;248
LYCEE BERNART DE VENTADOUR;2013;18;33;42;22;115;89;97;95;163
LYCEE GUY MOLLET (GENERAL ET TECHNO.);2013;38;48;86;70;374;95;69;84;355
LYCEE FERNAND DARCHICOURT;2013;75;104;129;127;505;88;86;95;448
LYCEE PABLO PICASSO (GENERAL ET TECHNO.);2013;12;26;40;15;93;92;85;78;90
LYCEE SOPHIE BERTHELOT;2013;77;53;130;64;324;94;91;90;324
LYCEE NOTRE-DAME DE GRACE;2013;10;35;61;19;125;100;91;100;131
LYCEE LAVOISIER;2013;14;22;28;34;98;100;59;89;106
LYCEE DU BOIS D'AMOUR;2013;70;84;96;68;318;97;94;95;296
LYCEE VAUBAN;2013;12;27;14;16;69;75;96;71;50
LYCEE PAUL VERLAINE (GENERAL ET TECHNO.);2013;24;20;56;33;133;83;100;80;122
LYCEE MARIE DE CHAMPAGNE;2013;46;55;64;71;292;87;91;81;287
LYCEE FRANCOIS 1ER;2013;17;61;78;31;206;88;92;95;182
LYCEE DE LA FONTAINE DES EAUX (GENERAL ET TECHNO.);2013;61;97;117;64;375;90;93;91;389
LYCEE PAUL SERUSIER (GENERAL ET TECHNO.);2013;14;34;36;19;116;93;94;89;122
LYCEE PIERRE GUEGUIN (GENERAL ET TECHNO.);2013;14;43;62;26;145;93;93;90;126
LYCEE ST SEBASTIEN;2013;21;30;56;21;128;90;97;96;144
LYCEE JEAN GUEHENNO;2013;26;54;61;49;215;96;91;95;244
